Name,Module,Date,Room,Faculty,Academic Year,Faculty Name
MATH-655_Class_2,Strategize Virtual Networks,2024-12-24 15:57:33,75,Dr.Chris Hull,2024,366
MATH-832_Class_2,Productize Value-Added E-Tailers,2024-12-24 13:29:09,37,Dr.George Harvey,2024,367
MATH-717_Class_2,Engage Back-End Portals,2024-09-16 12:16:36,55,Dr.Megan French,2024,368
MATH-827_Class_2,Orchestrate Efficient Platforms,2024-09-20 16:29:18,47,Dr.Katherine Curry,2024,371
MATH-645_Class_2,Disintermediate B2B Web Services,2024-12-16 16:32:00,93,Dr.Joseph James,2024,373
MATH-955_Class_2,Grow Customized Networks,2024-12-27 11:40:09,3,Dr.Brent Scott,2024,374
MATH-852_Class_1,Integrate Vertical Methodologies,2024-08-21 10:08:51,67,Dr.Ashley James,2024,377
MATH-492_Class_1,Leverage Intuitive Info-Mediaries,2024-12-13 10:19:08,83,Dr.Hector West,2024,382
MATH-317_Class_1,Incentivize Transparent Models,2024-12-17 16:05:33,86,Dr.Lisa Flores,2024,384
MATH-759_Class_1,Maximize Efficient Schemas,2024-08-13 15:41:03,59,Dr.Sue Estrada,2024,386
MATH-345_Class_1,Aggregate Integrated Architectures,2024-09-27 10:11:56,22,Dr.Victoria Simmons,2024,393
MATH-514_Class_1,Scale Visionary Functionalities,2024-12-23 11:52:12,23,Dr.Casey Vasquez,2024,396
MATH-128_Class_1,Scale Clicks-And-Mortar Vortals,2024-09-24 16:57:53,61,Dr.Crystal Porter,2024,398
MATH-408_Class_1,Enhance 24/365 E-Markets,2024-10-15 08:24:54,18,Dr.Sherry Braun,2024,400
MATH-780_Class_1,Disintermediate Web-Enabled Users,2024-11-12 15:40:40,32,Dr.Angela Murphy,2024,403
MATH-852_Class_3,Integrate Vertical Methodologies,2024-12-23 09:18:53,30,Dr.Ashley James,2024,377
MATH-492_Class_3,Leverage Intuitive Info-Mediaries,2024-12-12 14:55:07,46,Dr.Hector West,2024,382
MATH-317_Class_3,Incentivize Transparent Models,2024-09-04 15:31:48,1,Dr.Lisa Flores,2024,384
MATH-759_Class_3,Maximize Efficient Schemas,2024-12-24 16:23:23,32,Dr.Sue Estrada,2024,386
MATH-345_Class_3,Aggregate Integrated Architectures,2024-12-11 10:09:13,52,Dr.Victoria Simmons,2024,393
MATH-514_Class_3,Scale Visionary Functionalities,2024-12-31 15:22:24,83,Dr.Casey Vasquez,2024,396
MATH-128_Class_3,Scale Clicks-And-Mortar Vortals,2024-11-01 08:22:00,19,Dr.Crystal Porter,2024,398
MATH-408_Class_3,Enhance 24/365 E-Markets,2024-09-19 15:17:17,13,Dr.Sherry Braun,2024,400
MATH-780_Class_3,Disintermediate Web-Enabled Users,2024-09-26 10:06:49,27,Dr.Angela Murphy,2024,403
MATH-852_Class_2,Integrate Vertical Methodologies,2024-10-08 12:03:31,53,Dr.Ashley James,2024,377
MATH-492_Class_2,Leverage Intuitive Info-Mediaries,2024-11-07 09:26:58,90,Dr.Hector West,2024,382
MATH-317_Class_2,Incentivize Transparent Models,2024-10-07 12:24:29,77,Dr.Lisa Flores,2024,384
MATH-759_Class_2,Maximize Efficient Schemas,2024-09-10 08:41:42,53,Dr.Sue Estrada,2024,386
MATH-345_Class_2,Aggregate Integrated Architectures,2024-10-11 14:55:49,38,Dr.Victoria Simmons,2024,393
MATH-514_Class_2,Scale Visionary Functionalities,2024-09-19 10:56:22,20,Dr.Casey Vasquez,2024,396
MATH-128_Class_2,Scale Clicks-And-Mortar Vortals,2024-09-16 10:32:41,61,Dr.Crystal Porter,2024,398
MATH-408_Class_2,Enhance 24/365 E-Markets,2024-09-03 12:23:07,96,Dr.Sherry Braun,2024,400
MATH-780_Class_2,Disintermediate Web-Enabled Users,2024-10-31 14:21:57,45,Dr.Angela Murphy,2024,403
MATH-267_Class_3,Facilitate Collaborative Architectures,2024-10-10 08:25:23,5,Dr.Krista Allison,2024,404
MATH-252_Class_3,Leverage User-Centric Metrics,2024-08-26 12:26:57,36,Dr.Kimberly Zuniga,2024,415
MATH-175_Class_3,Revolutionize Enterprise Markets,2024-09-26 13:45:13,49,Dr.Gerald Oneill,2024,417
MATH-183_Class_3,Optimize Cross-Media Methodologies,2024-12-31 10:46:58,70,Dr.Allison Martinez,2024,420
MATH-689_Class_3,Redefine Back-End Users,2024-10-04 09:40:51,29,Dr.Alan Flores,2024,421
MATH-601_Class_3,Incubate Frictionless Architectures,2024-10-28 10:21:14,72,Dr.Elizabeth Walker,2024,430
MATH-775_Class_3,Deploy Global Action-Items,2024-12-27 08:00:55,77,Dr.Tamara Henry,2024,439
MATH-647_Class_3,Deploy Dynamic Technologies,2024-12-16 15:51:00,8,Dr.Michelle Lopez,2024,447
MATH-144_Class_3,Incubate Value-Added Functionalities,2024-09-10 09:20:27,92,Dr.Lisa Wright,2024,448
MATH-455_Class_3,Deploy 24/7 Vortals,2024-09-13 08:53:32,38,Dr.Catherine Higgins,2024,451
MATH-267_Class_2,Facilitate Collaborative Architectures,2024-08-12 11:24:03,97,Dr.Krista Allison,2024,404
MATH-252_Class_2,Leverage User-Centric Metrics,2024-12-06 14:21:47,95,Dr.Kimberly Zuniga,2024,415
MATH-175_Class_2,Revolutionize Enterprise Markets,2024-08-26 13:09:16,46,Dr.Gerald Oneill,2024,417
MATH-183_Class_2,Optimize Cross-Media Methodologies,2024-12-02 09:57:10,61,Dr.Allison Martinez,2024,420
MATH-689_Class_2,Redefine Back-End Users,2024-12-12 14:59:49,98,Dr.Alan Flores,2024,421
MATH-601_Class_2,Incubate Frictionless Architectures,2024-11-11 08:36:44,80,Dr.Elizabeth Walker,2024,430
MATH-775_Class_2,Deploy Global Action-Items,2024-09-17 13:48:04,27,Dr.Tamara Henry,2024,439
MATH-647_Class_2,Deploy Dynamic Technologies,2024-12-23 16:33:48,43,Dr.Michelle Lopez,2024,447
MATH-144_Class_2,Incubate Value-Added Functionalities,2024-09-18 09:02:31,26,Dr.Lisa Wright,2024,448
MATH-455_Class_2,Deploy 24/7 Vortals,2024-09-12 09:08:22,38,Dr.Catherine Higgins,2024,451
MATH-267_Class_1,Facilitate Collaborative Architectures,2024-11-27 15:58:56,63,Dr.Krista Allison,2024,404
MATH-252_Class_1,Leverage User-Centric Metrics,2024-10-22 16:26:33,33,Dr.Kimberly Zuniga,2024,415
MATH-175_Class_1,Revolutionize Enterprise Markets,2024-08-12 14:34:32,99,Dr.Gerald Oneill,2024,417
MATH-183_Class_1,Optimize Cross-Media Methodologies,2024-12-17 10:35:31,26,Dr.Allison Martinez,2024,420
MATH-689_Class_1,Redefine Back-End Users,2024-11-13 13:42:15,20,Dr.Alan Flores,2024,421
MATH-601_Class_1,Incubate Frictionless Architectures,2024-09-26 11:07:24,20,Dr.Elizabeth Walker,2024,430
MATH-775_Class_1,Deploy Global Action-Items,2024-08-16 08:31:25,60,Dr.Tamara Henry,2024,439
MATH-647_Class_1,Deploy Dynamic Technologies,2024-11-01 14:49:21,43,Dr.Michelle Lopez,2024,447
MATH-144_Class_1,Incubate Value-Added Functionalities,2024-12-16 11:09:55,74,Dr.Lisa Wright,2024,448
MATH-455_Class_1,Deploy 24/7 Vortals,2024-09-18 12:01:00,15,Dr.Catherine Higgins,2024,451
MATH-307_Class_2,Repurpose Clicks-And-Mortar E-Tailers,2024-11-27 14:46:06,54,Dr.Christopher Lewis,2024,456
MATH-951_Class_2,Integrate Cross-Platform Functionalities,2024-09-03 12:14:59,14,Dr.Erin King,2024,459
MATH-365_Class_2,Grow World-Class Architectures,2024-08-13 12:27:04,54,Dr.Anthony Brown,2024,472
MATH-844_Class_2,Synergize Extensible Portals,2024-12-26 10:31:14,89,Dr.Jason Torres,2024,475
MATH-390_Class_2,Harness Global Networks,2024-12-24 12:16:03,66,Dr.Kevin Reilly,2024,493
MATH-636_Class_2,Harness Open-Source Functionalities,2024-09-19 08:42:27,56,Dr.Chad Coleman,2024,514
MATH-107_Class_2,Re-Intermediate End-To-End Deliverables,2024-12-02 12:28:40,77,Dr.Denise Mullen,2024,515
MATH-830_Class_2,Engineer Front-End Communities,2024-10-25 10:36:47,15,Dr.Jesse Lee,2024,517
MATH-307_Class_1,Repurpose Clicks-And-Mortar E-Tailers,2024-09-09 12:59:41,83,Dr.Christopher Lewis,2024,456
MATH-951_Class_1,Integrate Cross-Platform Functionalities,2024-11-28 16:46:48,13,Dr.Erin King,2024,459
MATH-365_Class_1,Grow World-Class Architectures,2024-09-11 12:03:24,48,Dr.Anthony Brown,2024,472
MATH-844_Class_1,Synergize Extensible Portals,2024-11-05 16:31:04,89,Dr.Jason Torres,2024,475
MATH-390_Class_1,Harness Global Networks,2024-11-19 10:24:53,57,Dr.Kevin Reilly,2024,493
MATH-636_Class_1,Harness Open-Source Functionalities,2024-12-13 16:55:25,70,Dr.Chad Coleman,2024,514
MATH-107_Class_1,Re-Intermediate End-To-End Deliverables,2024-09-16 14:36:11,67,Dr.Denise Mullen,2024,515
MATH-830_Class_1,Engineer Front-End Communities,2024-12-27 11:17:41,57,Dr.Jesse Lee,2024,517
MATH-307_Class_3,Repurpose Clicks-And-Mortar E-Tailers,2024-12-26 15:10:20,78,Dr.Christopher Lewis,2024,456
MATH-951_Class_3,Integrate Cross-Platform Functionalities,2024-08-15 12:32:23,95,Dr.Erin King,2024,459
MATH-365_Class_3,Grow World-Class Architectures,2024-08-27 14:13:58,64,Dr.Anthony Brown,2024,472
MATH-844_Class_3,Synergize Extensible Portals,2024-11-27 16:10:00,45,Dr.Jason Torres,2024,475
MATH-390_Class_3,Harness Global Networks,2024-12-25 12:42:56,7,Dr.Kevin Reilly,2024,493
MATH-636_Class_3,Harness Open-Source Functionalities,2024-08-20 11:42:54,17,Dr.Chad Coleman,2024,514
MATH-107_Class_3,Re-Intermediate End-To-End Deliverables,2024-12-31 14:23:24,39,Dr.Denise Mullen,2024,515
MATH-830_Class_3,Engineer Front-End Communities,2024-10-17 12:05:10,75,Dr.Jesse Lee,2024,517
